from,to,amount
249,704,28
745,264,955
544,75,549
347,477,501
415,99,315
787,197,100
711,15,978
755,458,681
7,573,420
560,836,559
187,531,489
642,167,902
377,699,888
67,632,151
132,761,493
313,931,729
971,99,355
302,268,538
910,464,498
897,160,336
80,804,125
731,583,133
801,542,25
522,596,821
905,358,779
958,719,591
605,385,116
889,76,620
128,725,769
26,359,337
120,801,504
93,520,401
237,302,18
960,917,260
967,455,848
523,599,148
151,680,514
63,688,1000
315,398,483
230,18,222
96,258,105
425,579,209
965,53,106
524,528,562
658,405,327
945,199,37
325,436,963
666,266,693
824,939,808
835,432,787
197,251,593
581,46,926
37,712,142
353,871,613
699,4,281
115,415,693
681,777,199
187,639,413
886,181,71
433,80,246
393,846,856
135,424,532
561,67,434
614,945,370
979,916,85
698,303,180
390,942,771
879,929,266
437,102,371
282,146,839
334,708,867
220,880,884
947,827,207
723,445,142
400,666,656
741,781,707
955,200,194
902,695,380
410,499,568
917,0,196
94,16,981
580,180,433
231,739,172
749,357,483
24,950,384
177,800,503
394,698,250
638,738,688
947,108,65
706,584,161
208,51,30
530,935,277
341,641,818
92,159,405
448,131,8
89,367,511
728,93,85
681,866,23
437,924,543
484,696,745
86,455,218
309,394,104
749,583,983
452,22,445
67,456,794
696,20,391
504,831,258
86,114,805
361,385,677
789,520,194
919,724,548
378,90,612
963,786,762
214,122,475
372,948,191
665,2,567
456,499,431
194,810,544
296,654,299
422,483,375
249,518,327
940,669,267
728,990,268
933,215,53
25,898,554
323,717,567
667,807,507
532,892,789
573,18,707
72,451,527
170,446,522
815,480,91
752,298,564
818,596,962
374,662,519
625,368,948
13,543,533
934,246,402
145,746,593
737,290,84
246,95,602
792,936,281
4,715,302
255,548,427
441,955,834
976,98,687
956,361,737
312,46,476
250,327,781
549,298,334
485,39,903
512,323,857
890,392,49
391,659,310
184,598,195
947,378,259
621,772,71
835,543,468
540,622,122
223,901,489
447,39,977
874,401,106
431,708,38
682,303,285
556,92,710
418,782,339
708,643,107
345,694,295
962,134,800
914,425,18
114,241,169
393,988,2
918,598,843
910,131,298
152,241,545
516,475,225
131,875,8
83,373,433
375,729,397
509,627,221
613,555,709
266,59,412
677,75,878
62,85,901
223,787,13
180,611,221
439,87,892
555,266,879
491,622,567
838,136,3
245,464,969
278,745,123
604,649,608
694,157,686
159,732,361
526,989,660
137,739,317
368,753,506
796,354,891
252,588,141
551,525,135
68,270,5
837,518,297
577,791,212
391,7,187
328,464,784
110,941,372
468,199,350
225,98,849
78,248,567
818,377,11
789,290,70
923,495,233
730,206,724
545,327,35
447,442,321
878,247,693
168,585,861
790,749,956
955,176,710
646,668,117
232,529,361
70,424,334
440,807,726
480,839,201
693,993,231
909,228,472
526,278,509
459,159,325
332,20,244
633,141,18
170,119,973
36,387,842
205,923,719
355,667,280
792,25,264
604,46,920
408,663,324
646,466,743
100,466,935
114,656,620
503,990,293
179,385,737
543,50,786
264,290,518
703,951,859
484,210,522
305,51,744
415,106,413
568,850,317
576,450,170
555,26,886
212,671,329
148,652,428
131,369,406
814,209,723
871,299,91
685,237,874
757,174,828
998,521,32
282,416,957
316,305,944
722,346,970
874,966,975
319,534,475
605,598,400
806,818,421
931,905,961
704,799,579
405,183,57
826,922,599
329,949,74
121,855,442
844,48,981
843,336,518
529,744,285
784,369,214
520,272,659
296,42,829
112,276,881
926,309,425
920,247,57
870,291,488
541,49,14
243,612,820
846,614,506
177,462,839
511,726,205
890,286,402
159,685,822
599,886,697
723,609,264
358,333,441
24,563,863
542,577,788
658,427,299
80,661,417
88,857,482
853,385,962
850,239,362
985,150,783
873,516,705
690,188,819
125,261,643
195,653,821
657,256,751
616,106,410
602,830,591
999,259,817
930,876,872
534,369,830
899,231,523
840,967,234
782,802,733
681,367,946
516,884,397
765,616,911
640,173,240
465,762,468
34,636,712
794,711,847
428,661,55
934,92,429
914,458,968
797,703,122
913,244,757
762,361,606
225,230,282
704,316,429
736,199,20
321,483,735
692,844,191
158,740,209
184,346,991
967,872,95
676,413,536
366,564,94
93,561,408
799,11,999
958,861,713
110,335,424
969,91,638
73,560,55
728,5,530
729,491,665
578,446,68
408,738,130
680,476,35
339,948,345
173,311,784
512,11,986
314,770,780
805,471,992
138,293,398
759,343,267
596,120,481
110,291,80
82,214,936
551,37,497
923,151,582
652,332,642
856,596,121
604,186,135
758,459,685
306,42,22
204,132,364
536,939,792
694,461,92
920,99,199
246,683,428
323,81,687
190,969,48
562,882,595
407,916,482
298,610,351
510,532,415
480,147,46
597,367,572
352,136,99
693,598,727
518,433,39
349,402,59
29,757,493
817,835,94
163,723,674
168,165,598
544,548,95
624,177,232
822,291,921
198,485,996
803,45,125
496,933,287
233,275,919
824,19,150
500,667,40
386,135,811
363,382,566
18,963,51
151,622,625
143,881,591
453,743,682
66,790,402
961,215,86
176,71,458
0,694,229
625,469,314
446,607,26
552,76,429
640,194,855
697,590,119
854,857,658
530,361,577
395,115,965
332,229,139
402,506,96
1,913,210
384,672,468
619,73,94
587,152,873
732,5,504
549,827,41
88,914,896
330,115,996
241,365,631
864,101,594
751,324,692
544,330,675
888,180,1000
166,941,661
388,739,714
442,823,293
906,843,512
627,374,236
501,694,618
60,980,537
657,534,827
867,152,140
220,303,600
219,656,9
529,68,67
935,957,288
915,223,694
992,87,25
619,35,38
996,880,8
750,11,109
310,448,932
707,527,789
264,48,386
218,755,399
493,280,436
172,855,873
906,650,112
856,716,107
179,13,725
731,580,358
1,727,825
503,367,261
262,215,847
277,434,414
472,276,337
227,80,822
321,409,242
952,892,907
431,41,982
525,359,744
458,861,535
802,825,810
206,140,210
500,230,335
979,721,899
191,188,940
160,412,319
850,655,687
210,742,100
110,823,957
812,546,165
742,478,309
239,736,99
922,200,867
684,872,53
394,739,83
939,131,485
619,816,573
241,919,127
673,32,821
810,382,438
366,705,309
708,671,936
24,182,3
835,372,621
441,643,704
625,170,498
672,219,42
133,5,713
237,487,599
930,928,135
388,216,837
697,344,429
543,810,829
856,276,701
305,949,416
291,925,610
899,86,399
458,85,416
359,550,589
776,381,866
202,521,998
77,330,259
828,781,878
309,875,81
832,166,617
512,762,168
704,420,428
509,979,661
310,107,334
555,416,119
68,789,397
684,907,710
413,824,649
800,713,630
784,77,15
412,818,425
361,222,662
416,802,594
496,974,107
379,912,352
877,824,414
655,671,953
174,786,313
765,399,582
98,67,387
404,208,516
698,930,38
378,687,449
776,265,154
301,724,566
485,171,500
266,412,5
414,289,655
799,359,422
69,515,416
362,403,88
206,295,551
741,943,869
702,267,613
640,883,590
110,651,401
886,442,718
318,546,187
860,222,838
990,430,383
321,102,997
811,533,161
382,370,164
944,470,203
475,917,691
646,333,932
696,648,249
591,404,830
439,197,775
928,224,60
465,25,808
789,352,249
26,752,827
555,698,280
434,822,595
791,181,249
376,361,552
173,184,993
319,928,648
665,503,60
750,444,606
390,66,81
966,332,91
100,11,628
798,763,359
199,774,908
192,205,224
308,132,887
765,886,278
852,281,596
948,128,641
594,207,138
170,821,672
117,827,824
526,473,159
315,522,22
730,330,579
63,685,308
925,42,219
270,803,892
213,399,142
982,776,298
194,510,460
71,677,705
207,389,520
932,490,341
447,356,381
938,316,155
492,838,486
804,814,204
555,273,917
198,85,928
737,80,747
96,8,204
685,251,787
518,756,582
506,10,268
971,865,860
785,587,375
767,927,545
188,172,314
646,202,404
869,236,870
382,97,240
280,910,821
895,38,257
132,884,50
650,301,617
674,832,878
61,430,119
113,121,781
509,440,664
851,568,977
9,214,989
639,709,73
130,987,566
966,327,276
512,479,686
287,240,399
43,965,920
121,891,768
85,357,475
775,698,817
169,127,735
923,445,536
697,182,176
318,421,454
878,959,812
802,238,298
153,742,131
818,840,574
886,319,373
419,773,395
878,607,253
312,650,30
1,194,491
402,101,828
957,393,831
34,288,759
622,812,473
648,881,351
915,683,114
335,735,372
994,821,663
984,374,506
351,81,758
943,816,653
526,78,478
314,474,241
644,773,85
620,66,600
0,594,6
722,400,26
187,679,460
777,341,798
532,160,494
916,763,701
129,385,362
345,646,659
158,84,651
445,361,986
325,207,74
917,694,79
135,259,633
181,41,114
517,637,29
251,829,481
936,345,466
211,140,989
914,660,966
987,929,359
312,279,690
637,86,77
310,776,526
983,448,63
337,352,621
373,290,344
893,199,649
980,626,571
509,544,700
591,83,1000
27,875,191
517,366,385
820,353,805
931,124,590
599,95,524
206,638,849
612,553,182
619,17,313
660,931,923
613,60,153
254,197,177
606,766,146
226,980,192
923,902,678
946,884,98
969,842,510
459,875,231
906,203,977
473,302,947
400,462,444
961,218,911
520,944,559
648,108,915
922,658,299
34,171,92
480,299,702
182,199,912
749,332,972
595,815,299
511,641,42
460,256,373
240,312,698
363,199,101
329,694,696
706,794,992
33,155,354
764,847,872
632,231,98
188,336,749
446,368,26
898,752,964
772,26,569
786,709,193
498,522,17
433,429,189
875,754,521
436,691,55
520,633,41
305,600,135
213,456,353
867,227,473
903,93,606
55,769,841
833,594,64
563,349,114
446,800,798
480,776,731
812,405,472
220,578,999
951,920,224
722,983,795
304,567,806
895,190,715
799,151,400
92,624,172
963,415,1000
224,496,312
523,272,31
360,815,42
398,152,455
570,747,951
718,537,440
618,337,744
981,175,318
692,581,589
533,215,351
794,473,889
535,744,518
218,392,1000
598,983,848
321,546,863
74,46,514
295,100,839
694,694,295
427,51,235
840,926,16
775,578,182
622,392,653
502,276,520
50,982,913
961,458,247
237,783,535
717,588,627
68,88,539
294,410,529
52,915,498
669,756,293
973,625,946
991,644,899
970,953,566
890,82,76
879,187,282
154,256,96
828,610,678
236,993,525
751,641,928
340,98,240
176,226,412
530,220,359
518,962,26
560,129,153
954,725,192
723,789,854
121,127,59
636,57,807
348,179,531
365,802,611
528,207,69
576,481,286
285,788,419
476,937,937
219,664,987
529,369,142
149,659,953
984,586,246
380,178,154
21,717,870
151,11,957
238,24,772
617,134,796
765,769,415
685,586,924
255,207,536
677,918,18
613,802,669
253,523,375
251,369,91
814,769,981
257,992,144
432,50,954
265,366,984
87,622,799
250,77,761
619,519,549
389,551,645
835,752,829
488,352,947
485,906,144
272,146,273
709,716,177
85,935,150
766,286,390
748,806,360
523,974,982
20,901,320
277,106,897
452,282,824
397,918,686
576,579,909
31,72,933
916,615,430
995,548,613
884,321,295
397,5,641
274,754,237
343,466,676
502,631,633
827,828,360
659,584,612
422,982,53
507,453,157
304,992,121
676,1,141
220,882,18
200,920,986
260,705,335
166,602,13
581,771,10
385,507,773
45,837,14
295,255,247
948,293,624
0,243,661
930,995,674
224,404,895
663,830,26
719,928,489
779,129,683
950,771,852
533,428,558
444,619,814
309,534,531
765,725,420
886,201,670
716,876,442
913,137,626
827,85,643
50,877,107
523,854,4
36,750,768
308,911,985
941,628,571
498,43,263
939,832,886
446,760,495
65,797,97
176,345,241
363,711,566
455,630,787
767,585,860
430,400,387
373,188,755
873,86,86
66,183,578
372,942,869
432,420,395
653,665,664
216,11,915
182,392,118
7,171,57
297,132,931
54,808,656
722,232,285
544,528,140
123,541,6
861,587,73
195,129,932
610,239,271
359,455,638
463,839,244
404,79,517
594,236,598
730,403,564
359,748,341
315,368,714
283,543,319
659,975,572
709,222,83
821,193,982
619,109,795
476,374,655
415,361,603
653,815,949
908,177,485
162,696,107
448,415,911
380,687,643
13,24,168
660,216,945
449,80,711
581,699,805
765,208,433
46,375,846
862,112,910
530,741,412
784,628,684
435,405,158
617,592,898
478,730,580
477,56,426
755,39,347
23,419,828
271,13,575
900,763,592
491,53,1
571,117,515
283,468,287
916,415,677
930,585,499
216,955,477
731,935,150
62,888,384
477,852,758
236,297,249
832,117,605
182,386,115
700,877,15
577,59,254
486,627,841
401,178,692
92,295,832
111,893,964
163,154,764
886,596,967
874,167,408
116,982,334
973,557,14
193,656,291
651,234,111
885,992,221
20,187,433
659,5,338
158,790,21
213,459,354
622,117,833
499,186,158
659,909,770
379,137,887
913,966,328
118,598,435
323,128,552
488,588,442
200,937,714
600,243,487
940,169,918
530,910,751
25,316,20
522,747,478
392,366,281
222,538,655
694,871,144
929,819,530
610,415,884
950,480,125
23,307,241
291,518,357
87,438,646
546,13,306
420,425,575
469,508,348
700,457,304
630,541,455
656,428,925
79,781,835
813,289,588
349,420,751
635,533,275
353,110,254
813,576,259
610,460,868
747,285,175
30,57,289
686,713,428
603,228,515
215,686,716
797,65,476
380,631,598
929,254,868
407,836,590
885,493,897
754,127,59
380,327,581
942,783,210
581,743,740
851,693,415
731,668,428
175,181,27
447,459,943
340,545,350
715,889,958
995,700,441
750,168,706
121,356,6
810,763,364
744,352,245
439,805,175
587,530,180
413,902,362
465,917,422
852,292,814
627,414,765
622,110,386
276,472,592
604,808,509
502,947,8
317,588,938
837,790,774
722,286,291
315,351,111
406,458,429
663,555,152
390,213,826
375,396,472
716,792,456
43,89,770
602,421,818
404,671,348
604,815,606
521,861,182
783,750,998
427,189,64
508,600,301
237,636,884
507,936,807
981,930,917
357,766,817
135,550,730
185,799,531
409,701,133
758,419,547
415,86,176
585,613,69
627,374,252
997,36,719
454,766,288
396,895,846
407,943,937
902,256,262
787,959,610
526,74,469
495,950,492
656,306,271
882,896,558
18,782,267
358,700,344
314,269,361
713,280,653
436,669,446
795,110,685
482,900,314
803,335,774
752,348,882
190,87,491
46,671,385
213,6,581
990,444,522
247,823,286
69,566,368
311,517,358
537,460,355
99,578,883
797,458,33
616,130,429
505,516,808
643,705,521
594,613,642
447,534,952
351,47,394
619,989,792
604,299,173
481,121,527
665,525,283
718,109,455
695,869,816
148,323,680
927,615,535
729,759,734
996,451,240
57,763,889
420,807,296
420,95,35
952,833,512
823,120,529
438,656,72
365,288,768
242,115,816
721,369,829
892,778,19
432,117,134
385,146,919
285,689,306
596,593,41
437,255,239
144,437,510
820,686,533
755,363,766
457,655,846
519,991,714
970,285,973
267,265,87
241,627,356
216,938,632
377,102,780
8,279,285
728,660,647
848,121,209
16,153,938
372,123,756
4,609,173
428,202,412
591,939,968
849,615,929
483,583,893
742,973,711
520,401,21
513,265,23
645,342,529
95,915,646
405,198,348
98,448,26
163,510,795
742,209,732
543,284,670
377,622,205
649,364,741
829,828,526
862,670,689
990,714,88
420,484,583
199,863,627
337,307,658
959,79,4
765,245,968
665,541,968
854,886,942
686,302,979
895,313,895
657,150,825
174,843,564
833,858,308
278,131,248
771,977,905
854,391,790
406,372,535
426,987,191
933,570,502
92,589,791
377,918,750
71,502,167
687,80,318
345,494,310
840,479,778
544,993,585
672,696,793
857,89,231
237,193,467
9,35,908
5,655,536
177,258,905
380,194,727
30,550,143
185,797,507
970,772,971
433,459,310
227,303,444
956,31,495
435,819,957
841,432,896
388,154,27
58,47,559
130,884,354
177,596,496
544,938,422
517,794,590
111,840,720
108,356,911
765,840,261
47,666,541
658,369,281
53,626,17
545,447,850
924,900,79
152,992,839
985,635,140
166,497,648
303,759,551
897,947,617
450,259,405
813,930,966
972,611,365
554,821,835
868,583,224
881,655,399
683,773,303
949,901,915
612,840,167
198,699,216
10,345,750
70,279,956
912,60,32
98,229,934
228,537,614
990,713,419
522,424,125
582,131,330
489,208,522
576,69,575
356,832,169
468,687,154
730,656,575
531,678,437
413,337,913
734,73,355
934,721,378
446,913,999
534,838,900
627,665,587
715,102,24
500,503,784
410,556,134
416,178,595
830,366,971
896,581,101
786,318,885
852,174,380
81,826,923
814,264,16
419,303,516
454,511,650
209,518,712
538,860,893
934,863,275
420,528,846
610,564,363
106,124,296
483,109,160
200,347,809
410,979,143
297,625,28
73,593,401
441,931,395
417,256,736
125,10,729
993,694,865
687,540,390
129,901,140
325,690,518
270,806,992
637,892,294
43,232,761
943,841,767
619,631,14
52,460,520
804,577,849
273,81,690
755,544,821
786,623,254
38,105,47
597,111,129
97,511,28
397,519,465
704,515,919
133,41,392
675,927,316
696,775,265
779,543,727
539,267,389
710,936,989
882,229,630
797,75,168
447,180,16
983,128,957
457,571,804
289,673,565
629,858,144
895,509,832
927,539,240
982,480,859
254,748,623
879,344,894
945,596,78
440,356,834
422,93,798
205,487,243
200,728,796
835,81,610
112,326,800
482,903,844
955,485,908
688,965,328
1,696,46
125,803,76
546,316,467
885,164,746
251,723,879
468,566,422
379,359,420
644,655,264
270,703,503
511,447,684
465,50,882
803,627,491
927,687,894
483,971,454
885,558,528
220,60,797
754,336,991
533,580,108
138,181,514
827,856,871
467,309,526
675,298,484
326,137,748
903,756,764
945,763,453
430,444,277
657,716,561
247,425,35
635,26,984
231,855,526
477,864,247
735,991,832
27,696,872
220,453,900
470,413,159
137,511,601
227,737,691
436,440,308
88,111,317
632,459,127
425,124,957
739,434,405
820,10,553
820,156,748
74,628,619
188,111,196
511,954,761
414,737,738
156,772,162
293,139,48
656,966,199
140,809,83
46,105,456
23,680,975
901,574,459
808,538,740
321,556,236
731,803,196
269,362,704
108,190,792
725,669,961
583,632,226
352,617,248
334,422,558
335,646,407
710,391,788
45,210,340
79,720,352
80,398,439
991,443,980
487,66,399
717,525,271
407,567,70
550,27,872
781,908,615
937,882,538
961,852,449
781,321,556
324,236,658
902,977,786
89,554,438
943,667,931
561,524,545
286,683,446
174,134,4
822,116,141
973,591,740
867,33,159
938,687,862
50,218,764
843,687,917
486,462,812
223,263,44
365,135,29
631,999,936
422,127,199
568,693,880
355,752,931
231,37,529
85,3,466
877,690,430
702,366,355
255,671,334
566,726,331
125,531,795
950,100,59
285,875,260
813,216,517
904,540,786
174,763,421
840,109,885
547,249,600
895,785,125
597,265,618
766,421,312
394,537,208
183,265,79
4,406,868
551,784,699
2,153,21
361,207,730
698,60,37
648,578,884
499,592,435
182,57,893
568,674,619
271,165,550
933,773,992
963,442,607
184,147,915
492,961,169
263,344,837
77,605,236
312,765,248
946,942,273
536,410,290
57,218,982
884,698,305
395,965,248
742,586,746
258,486,505
877,221,863
265,821,644
726,295,240
624,548,898
112,952,711
156,332,292
151,332,177
246,808,356
0,80,587
726,839,670
783,324,515
701,438,986
913,69,275
902,297,929
579,208,839
26,697,279
263,938,51
133,112,692
944,867,131
58,631,99
428,378,401
215,355,700
488,899,855
911,526,744
504,623,795
612,375,486
122,491,533
217,807,697
810,302,647
555,312,835
510,556,959
514,671,942
699,532,193
282,586,804
314,439,273
735,624,34
650,806,571
657,169,276
278,245,908
528,875,734
403,110,473
428,583,641
753,819,11
763,482,105
6,515,521
165,165,511
796,491,20
712,331,889
558,384,520
880,16,615
293,804,70
429,905,764
434,646,242
20,397,496
456,428,347
837,493,850
851,15,934
823,755,655
325,108,517
992,782,217
135,958,828
550,239,445
433,964,859
235,56,8
465,395,41
866,262,884
587,547,869
674,658,134
690,856,8
609,81,183
179,816,984
399,257,7
221,779,307
240,526,504
998,601,324
799,820,488
496,643,829
132,180,956
232,591,688
438,713,725
710,335,167
492,317,330
359,927,823
209,57,534
606,563,135
728,121,925
175,955,45
262,501,415
465,578,596
879,840,527
171,859,803
5,902,292
255,174,343
278,845,970
168,151,342
946,234,635
373,501,994
18,606,420
973,574,130
754,843,373
573,450,700
728,617,723
810,653,825
748,781,730
244,457,991
449,750,907
776,716,743
349,6,553
6,394,323
983,485,41
32,528,690
578,575,507
246,694,460
29,330,900
145,596,803
477,715,766
819,389,683
25,31,654
136,502,586
64,601,998
752,469,292
781,868,262
700,681,245
719,989,390
759,924,155
775,773,350
505,552,61
73,213,716
146,332,885
914,781,698
758,606,89
930,701,574
611,683,196
24,971,504
401,184,737
526,696,663
70,513,654
906,987,561
770,630,11
763,324,627
963,549,449
12,401,938
766,93,302
727,957,724
703,456,32
748,333,799
661,622,380
700,849,67
850,986,262
645,592,446
617,227,695
299,996,392
278,282,970
454,675,416
935,194,303
166,74,616
188,555,268
291,676,368
64,63,525
50,384,413
618,841,692
665,559,244
622,295,576
522,670,822
159,378,316
934,2,837
295,101,409
116,626,696
315,598,182
515,244,159
967,126,550
377,153,631
301,710,209
893,108,115
857,863,740
537,595,326
61,948,276
817,368,358
457,999,781
48,179,531
803,2,414
477,656,824
8,416,909
787,471,750
162,14,972
574,884,242
56,989,69
208,230,335
712,179,305
547,895,954
303,348,478
684,514,639
702,652,13
448,132,443
937,500,180
681,478,959
622,125,256
447,356,655
445,801,546
941,39,286
186,472,419
372,71,531
480,966,963
81,998,253
826,756,647
270,848,64
699,931,602
192,92,645
818,34,972
458,317,766
826,805,87
169,839,945
492,412,85
291,220,148
644,29,514
288,906,794
431,786,383
479,423,736
381,252,102
455,766,586
393,687,656
845,840,800
698,63,596
892,524,848
125,969,31
705,87,413
574,958,808
237,378,544
243,930,811
713,483,864
786,934,6
54,216,961
639,227,406
59,426,977
905,467,258
683,857,799
584,268,335
481,367,72
940,895,923
878,188,435
630,444,636
708,2,796
904,678,99
619,960,453
75,434,168
399,590,726
310,575,721
643,748,899
293,905,842
290,890,442
772,172,830
934,918,921
477,413,535
471,934,728
383,689,570
226,328,526
377,974,395
669,462,566
146,990,962
305,800,828
522,398,341
483,600,642
794,412,97
440,104,5
777,72,31
873,762,304
776,823,111
428,610,351
506,710,246
411,625,534
890,564,89
82,19,654
420,157,756
265,847,934
895,4,183
406,752,907
364,417,567
316,67,366
196,16,593
974,819,397
222,278,945
778,21,855
152,450,701
842,87,20
661,435,287
992,292,627
788,382,920
367,830,979
211,956,671
539,82,551
392,395,79
913,572,639
689,750,128
285,137,462
780,97,6
296,958,639
40,427,768
27,223,858
508,97,69
594,308,397
730,722,443
378,445,85
174,395,38
659,840,474
462,185,619
759,536,732
442,997,48
312,74,235
258,391,201
687,492,5
342,210,13
310,697,7
690,425,250
915,587,230
984,137,459
533,997,515
272,794,349
421,617,131
483,409,252
624,46,183
508,490,396
879,685,504
382,517,838
740,238,402
360,296,584
692,948,821
828,849,823
779,205,775
942,589,176
17,459,802
498,561,246
945,700,36
163,2,357
561,71,213
499,127,948
37,399,878
721,306,587
172,565,409
31,182,149
897,213,950
355,342,741
76,754,119
983,69,7
512,838,230
401,747,46
567,5,385
783,926,821
272,522,966
43,648,234
126,649,358
483,429,746
70,116,249
772,561,202
607,998,868
896,679,878
698,65,781
383,885,931
202,816,565
255,136,440
366,527,476
23,849,881
132,757,769
448,224,6
172,662,102
937,874,378
356,422,996
100,624,993
966,325,462
224,948,542
448,102,247
614,600,580
358,863,356
83,158,182
760,170,334
513,328,893
168,939,61
288,120,955
763,883,955
675,170,202
38,451,582
579,153,542
820,544,837
718,60,934
205,823,937
458,692,589
898,358,887
986,105,816
32,792,281
947,528,991
907,931,520
783,323,493
60,624,113
584,973,677
654,861,231
437,842,713
700,993,312
123,794,735
296,105,257
403,524,657
242,148,801
415,935,621
119,853,396
724,806,536
746,745,96
441,938,504
73,207,132
427,566,919
924,930,572
471,720,637
913,211,264
530,84,969
501,647,731
464,419,142
362,674,742
562,821,328
65,349,942
148,694,384
954,862,360
69,863,538
539,236,867
370,18,256
324,475,970
30,967,216
417,366,132
352,265,593
452,60,376
667,954,840
621,495,911
710,588,830
314,32,374
572,768,841
515,99,159
115,325,933
947,823,417
411,946,2
638,580,870
794,936,149
354,814,200
829,413,380
79,735,208
528,704,231
271,690,945
407,469,205
193,765,808
731,586,704
990,270,307
487,258,11
968,142,69
39,560,804
171,992,92
120,673,756
811,94,90
97,861,991
555,350,946
722,228,766
266,310,587
708,381,993
256,291,78
833,35,795
897,470,723
955,213,69
94,499,616
796,336,257
440,909,644
346,600,373
39,541,868
264,371,978
255,43,445
798,942,840
318,158,907
127,598,71
744,698,725
2,212,120
274,298,190
259,913,100
133,644,389
955,916,611
373,179,67
170,972,92
94,413,755
749,526,485
787,252,494
773,367,68
792,882,850
631,92,949
743,679,297
444,906,274
298,235,482
731,616,283
398,433,39
805,507,716
353,888,676
433,434,708
740,894,759
761,539,12
944,901,330
988,719,322
912,935,323
670,81,983
397,213,12
825,208,158
178,902,767
396,340,211
362,390,774
440,393,952
379,919,326
929,490,72
869,360,143
178,747,301
32,623,466
179,789,656
989,545,890
15,970,443
937,596,781
464,976,338
431,967,15
730,85,869
270,654,133
995,296,264
621,108,705
73,851,155
366,731,592
309,244,312
457,311,449
694,522,498
560,216,271
940,302,910
690,88,628
249,270,765
837,564,369
576,435,203
327,266,144
355,440,249
445,75,675
806,92,869
434,961,101
465,909,153
924,646,289
547,304,76
206,96,244
766,721,251
134,348,974
3,27,733
557,365,823
3,22,154
273,63,472
930,91,637
435,649,383
103,829,670
417,966,362
221,241,323
576,174,367
116,563,928
818,891,263
332,108,232
160,484,665
616,877,150
941,265,260
3,392,247
156,57,619
272,440,42
376,273,198
551,695,342
520,27,756
308,66,523
934,630,775
860,539,390
819,24,407
40,685,686
410,460,413
313,858,179
10,568,214
47,811,986
745,644,831
286,280,907
983,277,14
188,426,939
66,18,567
260,896,471
793,82,788
620,686,108
439,134,497
3,951,531
737,316,147
91,861,437
99,3,867
529,522,252
788,64,964
517,585,585
242,672,381
184,638,991
900,692,380
789,410,389
152,280,614
505,679,577
969,437,216
337,943,297
464,742,792
705,301,423
371,851,899
83,41,685
187,119,474
752,683,247
447,54,309
835,734,100
530,426,544
481,481,554
352,718,710
154,483,123
83,417,817
447,150,426
135,842,424
846,696,750
424,610,281
141,882,382
890,579,786
20,379,814
701,281,355
398,955,15
747,779,430
210,332,732
880,592,388
914,533,172
31,546,683
589,306,792
830,415,567
17,626,220
104,398,924
967,991,310
399,57,301
599,310,743
147,800,974
274,303,665
46,573,409
152,28,16
218,133,31
56,633,555
878,369,251
635,322,305
780,111,129
534,352,934
350,196,854
671,937,676
302,979,403
221,168,189
779,466,821
78,912,148
349,708,882
793,469,26
952,317,670
352,36,134
693,861,988
829,280,355
413,244,88
409,571,129
753,745,153
956,502,603
436,260,966
688,267,580
44,664,276
283,461,15
46,356,799
727,419,641
163,521,286
324,705,257
507,890,146
267,96,595
0,500,892
36,625,778
835,733,667
95,625,320
47,146,121
338,176,307
619,278,94
8,176,128
629,342,172
885,36,351
109,188,325
612,96,14
913,345,93
801,800,221
135,830,381
561,734,72
105,489,565
638,457,352
585,938,368
53,232,502
396,453,766
479,859,201
419,302,956
565,219,758
674,739,603
512,97,432
394,726,473
386,925,615
506,461,405
351,336,245
111,982,961
59,636,303
201,875,220
908,522,933
276,761,363
661,685,418
989,648,165
780,106,634
843,486,472
438,191,119
330,896,691
452,535,656
88,978,460
753,138,302
369,508,590
253,113,394
92,649,756
137,123,672
814,459,621
328,288,303
926,418,801
492,89,664
52,330,590
620,328,462
578,732,760
956,162,900
703,468,114
521,0,334
736,128,700
730,381,310
178,346,184
812,237,955
437,496,48
486,433,948
769,579,531
818,705,759
517,177,820
129,233,792
443,677,827
825,679,795
556,955,704
434,94,391
478,551,387
905,997,334
458,925,354
236,715,842
989,576,134
993,173,304
569,735,724
960,97,102
129,539,610
704,307,678
23,609,783
14,879,214
179,892,751
71,763,81
891,633,184
128,879,90
499,270,559
672,720,953
516,44,204
582,140,449
151,661,393
757,366,653
428,413,254
52,500,482
158,285,448
67,49,979
310,21,425
403,825,930
559,440,635
451,750,37
880,971,592
951,569,607
394,605,856
443,277,86
103,957,284
184,528,180
818,662,508
817,139,410
375,852,354
206,839,438
742,299,501
526,169,564
76,927,418
546,637,707
862,604,986
330,160,187
406,745,908
582,398,318
158,477,954
702,898,573
452,51,82
745,874,165
908,739,693
383,633,522
599,987,884
937,59,446
636,260,179
640,315,200
839,857,731
650,567,552
654,873,522
306,59,954
66,397,748
578,30,446
89,83,168
781,708,367
545,102,682
199,770,1
943,251,978
466,540,897
717,878,667
973,381,758
899,107,586
552,106,688
200,739,806
810,579,452
414,34,379
775,689,344
531,50,426
705,669,19
558,842,181
713,424,731
894,661,328
228,865,298
396,123,647
650,177,149
677,575,27
446,444,750
440,342,237
568,358,45
184,508,924
945,219,230
740,466,338
778,549,176
591,817,811
207,593,120
685,602,928
645,705,514
732,992,831
510,364,991
353,519,861
808,956,423
192,425,656
186,725,434
268,644,842
179,77,94
765,695,726
689,684,275
